Extension ID,Loan Number,Extension Number,Date Extension Requested,Extension (Days),Extension Cost (%),Extension Cost ($),Extension Requestor,Approved By (ID),Extension Reason,Expiration Before Extension,Expiration After Extension,Total Extension Days,Total Extension Cost ($),Extension Count,Extension Bucket
91204,70002957,4,2023-03-20,15,0.0025,1990.78,Broker,125,Rate Shopping,2023-03-25,2023-04-09,50,6967.73,4,3+ Extensions
91205,70002966,1,2023-03-02,5,0.00125,639.03,Loan Officer,136,Title Issues,2023-03-04,2023-03-09,35,3195.17,3,3+ Extensions
91206,70002966,2,2023-03-05,15,0.0025,1278.07,Loan Officer,125,Borrower Delay,2023-03-09,2023-03-24,35,3195.17,3,3+ Extensions
91207,70002966,3,2023-03-21,15,0.0025,1278.07,Processor,127,Borrower Delay,2023-03-24,2023-04-08,35,3195.17,3,3+ Extensions
91208,70002967,1,2023-02-23,5,0.00125,267.34,Broker,133,Rate Shopping,2023-02-27,2023-03-04,5,267.34,1,1–2 Extensions
91209,70002968,1,2023-03-21,5,0.00125,1058.11,Broker,138,Title Issues,2023-03-23,2023-03-28,20,3174.33,2,1–2 Extensions
91210,70002968,2,2023-03-23,15,0.0025,2116.22,Processor,132,Underwriting Conditions,2023-03-28,2023-04-12,20,3174.33,2,1–2 Extensions
91211,70002971,1,2023-04-29,5,0.00125,162.51,Processor,128,Underwriting Conditions,2023-04-30,2023-05-05,5,162.51,1,1–2 Extensions
91212,70002974,1,2023-05-27,15,0.0025,956.22,Processor,130,Underwriting Conditions,2023-05-29,2023-06-13,35,2390.55,3,3+ Extensions
91213,70002974,2,2023-06-09,5,0.00125,478.11,Broker,136,Rate Shopping,2023-06-13,2023-06-18,35,2390.55,3,3+ Extensions
91214,70002974,3,2023-06-13,15,0.0025,956.22,Loan Officer,132,Appraisal Delay,2023-06-18,2023-07-03,35,2390.55,3,3+ Extensions
91215,70002978,1,2023-03-05,15,0.0025,1074.68,Processor,131,Borrower Delay,2023-03-09,2023-03-24,30,2149.36,2,1–2 Extensions
91216,70002978,2,2023-03-19,15,0.0025,1074.68,Loan Officer,136,Title Issues,2023-03-24,2023-04-08,30,2149.36,2,1–2 Extensions
91217,70002979,1,2023-05-13,5,0.00125,1030.97,Loan Officer,125,Title Issues,2023-05-16,2023-05-21,5,1030.97,1,1–2 Extensions
91218,70002982,1,2023-03-17,15,0.0025,1233.36,Loan Officer,137,Underwriting Conditions,2023-03-20,2023-04-04,20,1850.04,2,1–2 Extensions
91219,70002982,2,2023-03-31,5,0.00125,616.68,Loan Officer,134,Title Issues,2023-04-04,2023-04-09,20,1850.04,2,1–2 Extensions
91220,70002983,1,2023-04-29,15,0.0025,990.33,Processor,125,Title Issues,2023-05-01,2023-05-16,15,990.33,1,1–2 Extensions
91221,70002990,1,2023-04-14,15,0.0025,870.92,Broker,128,Borrower Delay,2023-04-19,2023-05-04,15,870.92,1,1–2 Extensions
91222,70002994,1,2023-05-08,5,0.00125,384.42,Loan Officer,128,Title Issues,2023-05-10,2023-05-15,5,384.42,1,1–2 Extensions
91223,70002995,1,2023-05-19,5,0.00125,507.98,Broker,134,Rate Shopping,2023-05-20,2023-05-25,10,1015.96,2,1–2 Extensions
91224,70002995,2,2023-05-22,5,0.00125,507.98,Loan Officer,134,Rate Shopping,2023-05-25,2023-05-30,10,1015.96,2,1–2 Extensions
91225,70002996,1,2023-02-24,5,0.00125,589.35,Processor,126,Borrower Delay,2023-02-27,2023-03-04,20,1768.06,2,1–2 Extensions
91226,70002996,2,2023-03-01,15,0.0025,1178.71,Broker,130,Rate Shopping,2023-03-04,2023-03-19,20,1768.06,2,1–2 Extensions
91227,70003011,1,2023-03-24,5,0.00125,565.6,Processor,125,Appraisal Delay,2023-03-29,2023-04-03,5,565.6,1,1–2 Extensions
91228,70003013,1,2023-02-28,15,0.0025,1315.37,Processor,134,Rate Shopping,2023-03-02,2023-03-17,15,1315.37,1,1–2 Extensions
91229,70003014,1,2023-03-27,5,0.00125,545.76,Broker,137,Rate Shopping,2023-03-29,2023-04-03,5,545.76,1,1–2 Extensions
91230,70003015,1,2023-03-11,15,0.0025,1896.67,Processor,137,Rate Shopping,2023-03-12,2023-03-27,20,2845.01,2,1–2 Extensions
91231,70003015,2,2023-03-22,5,0.00125,948.34,Processor,130,Rate Shopping,2023-03-27,2023-04-01,20,2845.01,2,1–2 Extensions
91232,70003016,1,2023-02-05,5,0.00125,996.84,Broker,139,Borrower Delay,2023-02-09,2023-02-14,5,996.84,1,1–2 Extensions
91233,70003017,1,2023-04-02,5,0.00125,382.62,Loan Officer,127,Underwriting Conditions,2023-04-07,2023-04-12,20,1147.8600000000001,2,1–2 Extensions
91234,70003017,2,2023-04-09,15,0.0025,765.24,Processor,134,Title Issues,2023-04-12,2023-04-27,20,1147.8600000000001,2,1–2 Extensions
91235,70003020,1,2023-04-18,15,0.0025,1130.93,Processor,130,Underwriting Conditions,2023-04-23,2023-05-08,20,1696.4,2,1–2 Extensions
91236,70003020,2,2023-05-04,5,0.00125,565.47,Processor,136,Rate Shopping,2023-05-08,2023-05-13,20,1696.4,2,1–2 Extensions
91237,70003032,1,2023-04-07,5,0.00125,366.74,Processor,135,Underwriting Conditions,2023-04-11,2023-04-16,5,366.74,1,1–2 Extensions
91238,70003033,1,2023-03-27,5,0.00125,949.39,Processor,127,Title Issues,2023-04-01,2023-04-06,20,2848.17,2,1–2 Extensions
91239,70003033,2,2023-04-03,15,0.0025,1898.78,Loan Officer,129,Underwriting Conditions,2023-04-06,2023-04-21,20,2848.17,2,1–2 Extensions
91240,70003039,1,2023-02-20,15,0.0025,784.11,Broker,125,Appraisal Delay,2023-02-23,2023-03-10,15,784.11,1,1–2 Extensions
91241,70003040,1,2023-03-01,15,0.0025,891.59,Processor,139,Underwriting Conditions,2023-03-02,2023-03-17,15,891.59,1,1–2 Extensions
91242,70003043,1,2023-03-10,5,0.00125,425.21,Loan Officer,133,Rate Shopping,2023-03-12,2023-03-17,5,425.21,1,1–2 Extensions
91243,70003044,1,2023-03-07,5,0.00125,351.42,Loan Officer,138,Borrower Delay,2023-03-09,2023-03-14,20,1054.27,2,1–2 Extensions
91244,70003044,2,2023-03-10,15,0.0025,702.85,Loan Officer,125,Underwriting Conditions,2023-03-14,2023-03-29,20,1054.27,2,1–2 Extensions
91245,70003053,1,2023-04-17,15,0.0025,2058.36,Broker,131,Borrower Delay,2023-04-18,2023-05-03,20,3087.54,2,1–2 Extensions
91246,70003053,2,2023-05-02,5,0.00125,1029.18,Broker,130,Title Issues,2023-05-03,2023-05-08,20,3087.54,2,1–2 Extensions
91247,70003055,1,2023-05-22,5,0.00125,1086.3,Broker,139,Borrower Delay,2023-05-24,2023-05-29,20,3258.8999999999996,2,1–2 Extensions
91248,70003055,2,2023-05-28,15,0.0025,2172.6,Broker,130,Underwriting Conditions,2023-05-29,2023-06-13,20,3258.8999999999996,2,1–2 Extensions
91249,70003056,1,2023-04-06,5,0.00125,518.29,Broker,132,Borrower Delay,2023-04-09,2023-04-14,10,1036.58,2,1–2 Extensions
91250,70003056,2,2023-04-13,5,0.00125,518.29,Processor,132,Underwriting Conditions,2023-04-14,2023-04-19,10,1036.58,2,1–2 Extensions
91251,70003057,1,2023-02-20,5,0.00125,299.09,Broker,131,Borrower Delay,2023-02-23,2023-02-28,20,897.28,2,1–2 Extensions
91252,70003057,2,2023-02-27,15,0.0025,598.19,Broker,126,Rate Shopping,2023-02-28,2023-03-15,20,897.28,2,1–2 Extensions
91253,70003063,1,2023-04-02,5,0.00125,537.08,Loan Officer,130,Title Issues,2023-04-06,2023-04-11,5,537.08,1,1–2 Extensions
91254,70003064,1,2023-03-12,15,0.0025,2014.57,Broker,126,Appraisal Delay,2023-03-17,2023-04-01,20,3021.85,2,1–2 Extensions
91255,70003064,2,2023-03-28,5,0.00125,1007.28,Processor,125,Appraisal Delay,2023-04-01,2023-04-06,20,3021.85,2,1–2 Extensions
91256,70003065,1,2023-03-02,15,0.0025,696.29,Broker,136,Title Issues,2023-03-05,2023-03-20,15,696.29,1,1–2 Extensions
91257,70003069,1,2023-03-02,5,0.00125,477.86,Loan Officer,135,Borrower Delay,2023-03-03,2023-03-08,5,477.86,1,1–2 Extensions
91258,70003070,1,2023-03-29,5,0.00125,555.51,Processor,135,Title Issues,2023-04-02,2023-04-07,5,555.51,1,1–2 Extensions
91259,70003073,1,2023-03-08,15,0.0025,1520.33,Broker,138,Rate Shopping,2023-03-10,2023-03-25,20,2280.49,2,1–2 Extensions
91260,70003073,2,2023-03-23,5,0.00125,760.16,Processor,137,Borrower Delay,2023-03-25,2023-03-30,20,2280.49,2,1–2 Extensions
91261,70003082,1,2023-03-12,5,0.00125,381.34,Broker,135,Rate Shopping,2023-03-14,2023-03-19,10,762.68,2,1–2 Extensions
91262,70003082,2,2023-03-15,5,0.00125,381.34,Loan Officer,129,Title Issues,2023-03-19,2023-03-24,10,762.68,2,1–2 Extensions
91263,70003095,1,2023-04-24,5,0.00125,609.72,Broker,139,Borrower Delay,2023-04-27,2023-05-02,50,4268.07,4,3+ Extensions
91264,70003095,2,2023-04-29,15,0.0025,1219.45,Loan Officer,136,Title Issues,2023-05-02,2023-05-17,50,4268.07,4,3+ Extensions
91265,70003095,3,2023-05-13,15,0.0025,1219.45,Loan Officer,137,Title Issues,2023-05-17,2023-06-01,50,4268.07,4,3+ Extensions
91266,70003095,4,2023-05-28,15,0.0025,1219.45,Loan Officer,126,Rate Shopping,2023-06-01,2023-06-16,50,4268.07,4,3+ Extensions
91267,70003098,1,2023-04-06,5,0.00125,512.17,Loan Officer,130,Title Issues,2023-04-10,2023-04-15,10,1024.34,2,1–2 Extensions
91268,70003098,2,2023-04-13,5,0.00125,512.17,Processor,132,Underwriting Conditions,2023-04-15,2023-04-20,10,1024.34,2,1–2 Extensions
91269,70003101,1,2023-05-15,15,0.0025,842.15,Processor,127,Title Issues,2023-05-16,2023-05-31,15,842.15,1,1–2 Extensions
91270,70003106,1,2023-04-17,15,0.0025,689.37,Broker,131,Underwriting Conditions,2023-04-22,2023-05-07,15,689.37,1,1–2 Extensions
91271,70003107,1,2023-02-20,15,0.0025,1839.28,Broker,126,Appraisal Delay,2023-02-24,2023-03-11,15,1839.28,1,1–2 Extensions
91272,70003109,1,2023-03-15,5,0.00125,793.3,Loan Officer,125,Borrower Delay,2023-03-18,2023-03-23,10,1586.6,2,1–2 Extensions
91273,70003109,2,2023-03-22,5,0.00125,793.3,Processor,139,Underwriting Conditions,2023-03-23,2023-03-28,10,1586.6,2,1–2 Extensions
91274,70003113,1,2023-02-19,15,0.0025,847.36,Loan Officer,136,Rate Shopping,2023-02-23,2023-03-10,15,847.36,1,1–2 Extensions
91275,70003121,1,2023-02-27,15,0.0025,1421.89,Loan Officer,129,Appraisal Delay,2023-03-03,2023-03-18,15,1421.89,1,1–2 Extensions
91276,70003127,1,2023-03-14,5,0.00125,565.39,Processor,139,Borrower Delay,2023-03-15,2023-03-20,5,565.39,1,1–2 Extensions
91277,70003129,1,2023-02-01,5,0.00125,456.68,Loan Officer,138,Underwriting Conditions,2023-02-06,2023-02-11,5,456.68,1,1–2 Extensions
91278,70003130,1,2023-02-26,15,0.0025,1044.26,Broker,133,Rate Shopping,2023-02-28,2023-03-15,15,1044.26,1,1–2 Extensions
91279,70003132,1,2023-03-25,15,0.0025,1078.86,Processor,135,Borrower Delay,2023-03-30,2023-04-14,30,2157.72,2,1–2 Extensions
91280,70003132,2,2023-04-13,15,0.0025,1078.86,Loan Officer,132,Title Issues,2023-04-14,2023-04-29,30,2157.72,2,1–2 Extensions
91281,70003136,1,2023-04-26,5,0.00125,876.83,Loan Officer,126,Title Issues,2023-04-28,2023-05-03,10,1753.66,2,1–2 Extensions
91282,70003136,2,2023-05-02,5,0.00125,876.83,Broker,134,Rate Shopping,2023-05-03,2023-05-08,10,1753.66,2,1–2 Extensions
91283,70003139,1,2023-04-15,15,0.0025,1810.29,Processor,131,Borrower Delay,2023-04-18,2023-05-03,15,1810.29,1,1–2 Extensions
91284,70003140,1,2023-03-13,5,0.00125,357.32,Loan Officer,132,Appraisal Delay,2023-03-17,2023-03-22,5,357.32,1,1–2 Extensions
91285,70003142,1,2023-02-28,15,0.0025,600.7,Broker,131,Rate Shopping,2023-03-01,2023-03-16,15,600.7,1,1–2 Extensions
91286,70003151,1,2023-03-07,15,0.0025,2086.65,Broker,125,Borrower Delay,2023-03-08,2023-03-23,30,4173.3,2,1–2 Extensions
91287,70003151,2,2023-03-18,15,0.0025,2086.65,Broker,134,Appraisal Delay,2023-03-23,2023-04-07,30,4173.3,2,1–2 Extensions
91288,70003152,1,2023-03-26,15,0.0025,628.3,Processor,133,Underwriting Conditions,2023-03-30,2023-04-14,15,628.3,1,1–2 Extensions
91289,70003156,1,2023-03-13,15,0.0025,729.78,Loan Officer,139,Rate Shopping,2023-03-17,2023-04-01,15,729.78,1,1–2 Extensions
91290,70003161,1,2023-04-12,15,0.0025,1305.28,Loan Officer,125,Borrower Delay,2023-04-16,2023-05-01,30,2610.56,2,1–2 Extensions
91291,70003161,2,2023-04-29,15,0.0025,1305.28,Loan Officer,127,Rate Shopping,2023-05-01,2023-05-16,30,2610.56,2,1–2 Extensions
91292,70003163,1,2023-02-03,15,0.0025,627.64,Broker,135,Rate Shopping,2023-02-05,2023-02-20,15,627.64,1,1–2 Extensions
91293,70003164,1,2023-02-19,15,0.0025,445.74,Processor,130,Title Issues,2023-02-21,2023-03-08,15,445.74,1,1–2 Extensions
91294,70003171,1,2023-03-04,5,0.00125,319.5,Loan Officer,138,Appraisal Delay,2023-03-08,2023-03-13,5,319.5,1,1–2 Extensions
91295,70003173,1,2023-03-17,5,0.00125,943.2,Loan Officer,131,Appraisal Delay,2023-03-19,2023-03-24,5,943.2,1,1–2 Extensions
91296,70003184,1,2023-02-06,15,0.0025,500.42,Broker,136,Rate Shopping,2023-02-08,2023-02-23,15,500.42,1,1–2 Extensions
91297,70003185,1,2023-02-23,5,0.00125,575.78,Processor,134,Rate Shopping,2023-02-28,2023-03-05,5,575.78,1,1–2 Extensions
91298,70003186,1,2023-04-29,5,0.00125,887.82,Loan Officer,133,Appraisal Delay,2023-04-30,2023-05-05,5,887.82,1,1–2 Extensions
91299,70003193,1,2023-04-20,5,0.00125,1111.71,Loan Officer,127,Title Issues,2023-04-25,2023-04-30,5,1111.71,1,1–2 Extensions
91300,70003198,1,2023-03-15,5,0.00125,399.03,Processor,133,Title Issues,2023-03-20,2023-03-25,5,399.03,1,1–2 Extensions
91301,70003199,1,2023-04-28,5,0.00125,252.39,Loan Officer,125,Title Issues,2023-05-01,2023-05-06,10,504.78,2,1–2 Extensions
91302,70003199,2,2023-05-02,5,0.00125,252.39,Loan Officer,130,Rate Shopping,2023-05-06,2023-05-11,10,504.78,2,1–2 Extensions
91303,70003205,1,2023-02-19,15,0.0025,1025.56,Loan Officer,135,Underwriting Conditions,2023-02-21,2023-03-08,15,1025.56,1,1–2 Extensions
91304,70003206,1,2023-05-30,5,0.00125,394.41,Broker,125,Rate Shopping,2023-06-04,2023-06-09,50,2760.8700000000003,4,3+ Extensions
91305,70003206,2,2023-06-06,15,0.0025,788.82,Loan Officer,129,Title Issues,2023-06-09,2023-06-24,50,2760.8700000000003,4,3+ Extensions
91306,70003206,3,2023-06-22,15,0.0025,788.82,Processor,131,Appraisal Delay,2023-06-24,2023-07-09,50,2760.8700000000003,4,3+ Extensions
91307,70003206,4,2023-07-08,15,0.0025,788.82,Broker,127,Rate Shopping,2023-07-09,2023-07-24,50,2760.8700000000003,4,3+ Extensions
91308,70003207,1,2023-03-02,15,0.0025,1153.62,Loan Officer,132,Rate Shopping,2023-03-07,2023-03-22,30,2307.24,2,1–2 Extensions
91309,70003207,2,2023-03-18,15,0.0025,1153.62,Processor,129,Title Issues,2023-03-22,2023-04-06,30,2307.24,2,1–2 Extensions
91310,70003209,1,2023-03-01,15,0.0025,756.81,Processor,127,Title Issues,2023-03-06,2023-03-21,20,1135.22,2,1–2 Extensions
91311,70003209,2,2023-03-18,5,0.00125,378.41,Broker,125,Borrower Delay,2023-03-21,2023-03-26,20,1135.22,2,1–2 Extensions
91312,70003211,1,2023-03-03,5,0.00125,410.69,Broker,132,Rate Shopping,2023-03-07,2023-03-12,50,2874.86,4,3+ Extensions
91313,70003211,2,2023-03-08,15,0.0025,821.39,Broker,132,Underwriting Conditions,2023-03-12,2023-03-27,50,2874.86,4,3+ Extensions
91314,70003211,3,2023-03-24,15,0.0025,821.39,Broker,135,Underwriting Conditions,2023-03-27,2023-04-11,50,2874.86,4,3+ Extensions
91315,70003211,4,2023-04-09,15,0.0025,821.39,Broker,136,Underwriting Conditions,2023-04-11,2023-04-26,50,2874.86,4,3+ Extensions
91316,70003215,1,2023-05-10,15,0.0025,1575.75,Broker,126,Borrower Delay,2023-05-14,2023-05-29,15,1575.75,1,1–2 Extensions
91317,70003217,1,2023-05-08,5,0.00125,418.4,Loan Officer,128,Title Issues,2023-05-12,2023-05-17,10,836.8,2,1–2 Extensions
91318,70003217,2,2023-05-15,5,0.00125,418.4,Broker,129,Appraisal Delay,2023-05-17,2023-05-22,10,836.8,2,1–2 Extensions
91319,70003220,1,2023-03-20,5,0.00125,843.52,Broker,135,Underwriting Conditions,2023-03-21,2023-03-26,5,843.52,1,1–2 Extensions
91320,70003221,1,2023-05-24,5,0.00125,547.3,Broker,131,Borrower Delay,2023-05-28,2023-06-02,10,1094.6,2,1–2 Extensions
91321,70003221,2,2023-05-28,5,0.00125,547.3,Processor,133,Appraisal Delay,2023-06-02,2023-06-07,10,1094.6,2,1–2 Extensions
91322,70003224,1,2023-03-13,5,0.00125,747.13,Loan Officer,136,Appraisal Delay,2023-03-16,2023-03-21,5,747.13,1,1–2 Extensions
91323,70003225,1,2023-04-20,5,0.00125,254.16,Processor,136,Appraisal Delay,2023-04-24,2023-04-29,20,762.49,2,1–2 Extensions
91324,70003225,2,2023-04-24,15,0.0025,508.33,Loan Officer,131,Underwriting Conditions,2023-04-29,2023-05-14,20,762.49,2,1–2 Extensions
91325,70003227,1,2023-04-16,5,0.00125,411.12,Broker,137,Underwriting Conditions,2023-04-21,2023-04-26,5,411.12,1,1–2 Extensions
91326,70003239,1,2023-03-12,5,0.00125,624.97,Processor,125,Borrower Delay,2023-03-16,2023-03-21,5,624.97,1,1–2 Extensions
91327,70003240,1,2023-05-15,5,0.00125,465.01,Broker,126,Title Issues,2023-05-17,2023-05-22,20,1395.03,2,1–2 Extensions
91328,70003240,2,2023-05-17,15,0.0025,930.02,Loan Officer,126,Rate Shopping,2023-05-22,2023-06-06,20,1395.03,2,1–2 Extensions
91329,70003253,1,2023-04-23,5,0.00125,726.4,Broker,137,Rate Shopping,2023-04-26,2023-05-01,5,726.4,1,1–2 Extensions
91330,70003260,1,2023-02-02,15,0.0025,1980.36,Broker,137,Appraisal Delay,2023-02-07,2023-02-22,30,3960.72,2,1–2 Extensions
91331,70003260,2,2023-02-21,15,0.0025,1980.36,Loan Officer,137,Rate Shopping,2023-02-22,2023-03-09,30,3960.72,2,1–2 Extensions
91332,70003266,1,2023-03-12,15,0.0025,1181.16,Processor,127,Appraisal Delay,2023-03-15,2023-03-30,15,1181.16,1,1–2 Extensions
91333,70003272,1,2023-02-01,15,0.0025,1617.41,Loan Officer,132,Underwriting Conditions,2023-02-02,2023-02-17,30,3234.82,2,1–2 Extensions
91334,70003272,2,2023-02-15,15,0.0025,1617.41,Broker,126,Underwriting Conditions,2023-02-17,2023-03-04,30,3234.82,2,1–2 Extensions
91335,70003273,1,2023-03-26,5,0.00125,473.59,Loan Officer,125,Title Issues,2023-03-29,2023-04-03,5,473.59,1,1–2 Extensions
91336,70003276,1,2023-03-17,5,0.00125,349.67,Broker,134,Rate Shopping,2023-03-22,2023-03-27,5,349.67,1,1–2 Extensions
91337,70003279,1,2023-03-27,15,0.0025,1207.84,Broker,130,Underwriting Conditions,2023-03-31,2023-04-15,60,4831.36,4,3+ Extensions
91338,70003279,2,2023-04-13,15,0.0025,1207.84,Loan Officer,139,Appraisal Delay,2023-04-15,2023-04-30,60,4831.36,4,3+ Extensions
91339,70003279,3,2023-04-25,15,0.0025,1207.84,Loan Officer,131,Appraisal Delay,2023-04-30,2023-05-15,60,4831.36,4,3+ Extensions
91340,70003279,4,2023-05-11,15,0.0025,1207.84,Broker,134,Appraisal Delay,2023-05-15,2023-05-30,60,4831.36,4,3+ Extensions
91341,70003280,1,2023-04-05,15,0.0025,1315.41,Broker,138,Underwriting Conditions,2023-04-09,2023-04-24,30,2630.82,2,1–2 Extensions
91342,70003280,2,2023-04-21,15,0.0025,1315.41,Broker,138,Borrower Delay,2023-04-24,2023-05-09,30,2630.82,2,1–2 Extensions
91343,70003283,1,2023-04-10,5,0.00125,383.32,Broker,134,Title Issues,2023-04-14,2023-04-19,5,383.32,1,1–2 Extensions
91344,70003285,1,2023-02-15,15,0.0025,1405.51,Processor,130,Borrower Delay,2023-02-19,2023-03-06,15,1405.51,1,1–2 Extensions
91345,70003288,1,2023-05-05,15,0.0025,737.41,Processor,126,Rate Shopping,2023-05-07,2023-05-22,15,737.41,1,1–2 Extensions
91346,70003290,1,2023-05-07,5,0.00125,335.03,Broker,127,Rate Shopping,2023-05-08,2023-05-13,5,335.03,1,1–2 Extensions
91347,70003291,1,2023-03-08,15,0.0025,677.12,Processor,138,Borrower Delay,2023-03-10,2023-03-25,15,677.12,1,1–2 Extensions
91348,70003294,1,2023-01-31,15,0.0025,1669.46,Processor,136,Appraisal Delay,2023-02-01,2023-02-16,15,1669.46,1,1–2 Extensions
91349,70003296,1,2023-04-22,5,0.00125,493.32,Processor,138,Underwriting Conditions,2023-04-25,2023-04-30,20,1479.97,2,1–2 Extensions
91350,70003296,2,2023-04-27,15,0.0025,986.65,Broker,126,Title Issues,2023-04-30,2023-05-15,20,1479.97,2,1–2 Extensions
91351,70003298,1,2023-02-27,15,0.0025,1556.73,Processor,136,Underwriting Conditions,2023-03-02,2023-03-17,15,1556.73,1,1–2 Extensions
91352,70003304,1,2023-02-24,15,0.0025,1280.66,Loan Officer,128,Underwriting Conditions,2023-02-28,2023-03-15,15,1280.66,1,1–2 Extensions
91353,70003308,1,2023-03-24,15,0.0025,825.82,Loan Officer,126,Title Issues,2023-03-26,2023-04-10,15,825.82,1,1–2 Extensions
91354,70003312,1,2023-03-13,15,0.0025,1867.77,Loan Officer,137,Rate Shopping,2023-03-16,2023-03-31,35,4669.42,3,3+ Extensions
91355,70003312,2,2023-03-28,5,0.00125,933.88,Processor,136,Title Issues,2023-03-31,2023-04-05,35,4669.42,3,3+ Extensions
91356,70003312,3,2023-03-31,15,0.0025,1867.77,Processor,129,Rate Shopping,2023-04-05,2023-04-20,35,4669.42,3,3+ Extensions
91357,70003315,1,2023-04-17,15,0.0025,1555.32,Broker,125,Appraisal Delay,2023-04-21,2023-05-06,15,1555.32,1,1–2 Extensions
91358,70003317,1,2023-03-15,5,0.00125,896.42,Loan Officer,133,Underwriting Conditions,2023-03-18,2023-03-23,5,896.42,1,1–2 Extensions
91359,70003320,1,2023-05-01,15,0.0025,522.81,Loan Officer,137,Appraisal Delay,2023-05-05,2023-05-20,15,522.81,1,1–2 Extensions
91360,70003322,1,2023-03-17,5,0.00125,622.0,Processor,134,Rate Shopping,2023-03-21,2023-03-26,20,1866.0,2,1–2 Extensions
91361,70003322,2,2023-03-24,15,0.0025,1244.0,Loan Officer,136,Rate Shopping,2023-03-26,2023-04-10,20,1866.0,2,1–2 Extensions
91362,70003325,1,2023-03-29,5,0.00125,504.41,Loan Officer,137,Borrower Delay,2023-04-01,2023-04-06,10,1008.82,2,1–2 Extensions
91363,70003325,2,2023-04-04,5,0.00125,504.41,Broker,131,Borrower Delay,2023-04-06,2023-04-11,10,1008.82,2,1–2 Extensions
91364,70003327,1,2023-03-26,5,0.00125,559.55,Loan Officer,128,Appraisal Delay,2023-03-30,2023-04-04,5,559.55,1,1–2 Extensions
91365,70003330,1,2023-02-25,15,0.0025,1017.56,Loan Officer,128,Underwriting Conditions,2023-02-26,2023-03-13,15,1017.56,1,1–2 Extensions
91366,70003332,1,2023-03-14,5,0.00125,332.03,Processor,126,Appraisal Delay,2023-03-15,2023-03-20,5,332.03,1,1–2 Extensions
91367,70003335,1,2023-02-26,5,0.00125,402.65,Processor,129,Title Issues,2023-02-27,2023-03-04,10,805.3,2,1–2 Extensions
91368,70003335,2,2023-03-01,5,0.00125,402.65,Processor,135,Title Issues,2023-03-04,2023-03-09,10,805.3,2,1–2 Extensions
91369,70003340,1,2023-02-24,5,0.00125,188.06,Processor,125,Title Issues,2023-02-25,2023-03-02,10,376.12,2,1–2 Extensions
91370,70003340,2,2023-02-26,5,0.00125,188.06,Processor,137,Borrower Delay,2023-03-02,2023-03-07,10,376.12,2,1–2 Extensions
91371,70003342,1,2023-04-15,5,0.00125,337.95,Processor,132,Rate Shopping,2023-04-18,2023-04-23,5,337.95,1,1–2 Extensions
