Loan Number,Application Date,Lock Date,Funding Date,Loan Amount,Property State,Property Type,Occupancy Type,Loan Purpose,Channel,Product Type,Interest Rate,FICO,CLTV,DTI,Lock Term (days),Loan Status,loan_officer_id,Account Executive ID,Underwriter ID,Processor ID,Compensation (BPS),Compensation ($),Branch ID,Pull Through Flag,Extension Count,Is Funded,Loan Age (Days),Days To Fund,App To Lock Days,Lock To Fund Days,FICO Bucket,CLTV Bucket,High DTI Flag,Total Time In Process,Loan Status Simplified,Loan Purpose Simplified
70001244,2023-03-15,2023-03-19,,501635,Va,Sfr,Investment,Refi Co,Wholesale,Conventional,6.47,691,72,33,30,Withdrawn,108,161.0,138,142,109,5467.82,12,0,0,0,1128,,4,,Prime (660-699),71-80%,0,4.0,Withdrawn,Refinance
70001245,2023-01-15,2023-01-16,2023-02-28,220080,Nc,Sfr,Primary,Refi Rt,Retail,Conventional,6.103,655,62,35,30,Funded,124,,133,140,74,1628.59,12,1,0,1,1187,44.0,1,43.0,Near Prime (620-659),61-70%,0,44.0,Funded,Refinance
70001246,2023-02-14,2023-02-19,2023-03-26,270962,Sc,2-4 Unit,Investment,Purchase,Retail,Fha,5.753,741,68,45,45,Funded,108,,130,152,109,2953.49,12,1,1,1,1157,40.0,5,35.0,Excellent (740-799),61-70%,0,40.0,Funded,Purchase
70001247,2023-02-04,2023-02-04,,212975,Nc,2-4 Unit,Primary,Refi Rt,Retail,Conventional,6.168,676,80,47,45,Denied,102,,126,142,117,2491.81,18,0,0,0,1167,,0,,Prime (660-699),71-80%,1,0.0,Withdrawn,Refinance
70001248,2023-01-20,2023-01-25,,266544,Tn,Sfr,Primary,Refi Rt,Wholesale,Conventional,5.975,703,92,38,60,Withdrawn,102,161.0,132,147,129,3438.42,18,0,0,0,1182,,5,,Prime+ (700-739),91-100%,0,5.0,Withdrawn,Refinance
70001249,2023-02-01,2023-02-06,2023-03-03,515725,Fl,Sfr,Primary,Purchase,Retail,Va,5.76,702,69,32,45,Funded,102,,139,147,110,5672.97,18,1,0,1,1170,30.0,5,25.0,Prime+ (700-739),61-70%,0,30.0,Funded,Purchase
70001250,2023-01-02,2023-01-07,2023-03-03,765772,Ny,Condo,Primary,Refi Rt,Wholesale,Jumbo,6.699,709,73,43,45,Funded,106,164.0,125,146,115,8806.38,12,1,3,1,1200,60.0,5,55.0,Prime+ (700-739),71-80%,0,60.0,Funded,Refinance
70001251,2023-02-11,2023-02-16,2023-04-12,573403,Ny,Condo,Primary,Refi Co,Retail,Conventional,6.177,760,69,28,30,Funded,123,,126,148,80,4587.22,35,1,0,1,1160,60.0,5,55.0,Excellent (740-799),61-70%,0,60.0,Funded,Refinance
70001252,2023-02-20,2023-02-23,,457381,Ca,Sfr,Investment,Refi Rt,Retail,Conventional,6.051,725,85,43,30,Suspended,111,,129,144,92,4207.91,18,0,0,0,1151,,3,,Prime+ (700-739),81-90%,0,3.0,Suspended,Refinance
70001253,2023-03-10,2023-03-11,2023-04-19,461601,Tx,Condo,Primary,Purchase,Wholesale,Conventional,6.296,723,75,32,45,Funded,107,156.0,135,149,91,4200.57,22,1,0,1,1133,40.0,1,39.0,Prime+ (700-739),71-80%,0,40.0,Funded,Purchase
70001254,2023-02-28,2023-03-04,2023-03-29,720669,Ca,Sfr,Primary,Purchase,Wholesale,Conventional,6.309,741,75,35,60,Funded,124,155.0,136,149,74,5332.95,12,1,0,1,1143,29.0,4,25.0,Excellent (740-799),71-80%,0,29.0,Funded,Purchase
70001255,2023-02-10,2023-02-13,2023-03-07,596266,Ny,Sfr,Primary,Purchase,Retail,Conventional,7.274,724,79,48,30,Funded,123,,134,148,93,5545.27,35,1,1,1,1161,25.0,3,22.0,Prime+ (700-739),71-80%,1,25.0,Funded,Purchase
70001256,2023-02-18,2023-02-23,2023-04-15,193139,Ga,Sfr,Investment,Refi Rt,Wholesale,Conventional,6.283,814,82,37,30,Funded,103,163.0,127,141,103,1989.33,30,1,0,1,1153,56.0,5,51.0,Elite (800+),81-90%,0,56.0,Funded,Refinance
70001257,2023-02-20,2023-02-21,,321822,Tn,Sfr,Investment,Purchase,Retail,Conventional,6.407,711,68,43,45,Suspended,105,,127,141,102,3282.58,12,0,0,0,1151,,1,,Prime+ (700-739),61-70%,0,1.0,Suspended,Purchase
70001258,2023-01-15,2023-01-15,2023-02-05,359541,Sc,Sfr,Primary,Purchase,Retail,Conventional,6.17,712,80,41,30,Funded,116,,138,150,110,3954.95,22,1,1,1,1187,21.0,0,21.0,Prime+ (700-739),71-80%,0,21.0,Funded,Purchase
70001259,2023-03-13,2023-03-18,2023-04-17,616773,Ca,Sfr,Primary,Purchase,Retail,Conventional,6.048,669,75,26,45,Funded,117,,129,154,70,4317.41,18,1,0,1,1130,35.0,5,30.0,Prime (660-699),71-80%,0,35.0,Funded,Purchase
70001260,2023-02-01,2023-02-06,2023-03-01,400465,Tn,Sfr,Second Home,Refi Rt,Retail,Fha,5.774,753,79,31,45,Funded,106,,130,144,103,4124.79,12,1,0,1,1170,28.0,5,23.0,Excellent (740-799),71-80%,0,28.0,Funded,Refinance
70001261,2023-03-17,2023-03-19,2023-04-17,377313,Tx,Condo,Primary,Purchase,Wholesale,Conventional,6.1,708,79,33,45,Funded,100,159.0,130,153,133,5018.26,22,1,2,1,1126,31.0,2,29.0,Prime+ (700-739),71-80%,0,31.0,Funded,Purchase
70001262,2023-03-17,2023-03-20,2023-04-11,549237,Ca,Sfr,Primary,Refi Rt,Retail,Jumbo,6.89,747,72,32,45,Funded,102,,125,154,113,6206.38,18,1,1,1,1126,25.0,3,22.0,Excellent (740-799),71-80%,0,25.0,Funded,Refinance
70001263,2023-02-17,2023-02-19,2023-03-29,447424,Tx,Condo,Primary,Refi Co,Wholesale,Jumbo,7.372,778,90,42,15,Funded,103,164.0,131,149,107,4787.44,30,1,0,1,1154,40.0,2,38.0,Excellent (740-799),81-90%,0,40.0,Funded,Refinance
70001264,2023-03-21,2023-03-24,2023-05-04,400124,Nc,Sfr,Primary,Refi Rt,Retail,Conventional,6.512,749,77,38,30,Funded,117,,136,149,77,3080.95,18,1,0,1,1122,44.0,3,41.0,Excellent (740-799),71-80%,0,44.0,Funded,Refinance
70001265,2023-02-21,2023-02-22,2023-04-12,620174,Ca,Sfr,Primary,Purchase,Retail,Conventional,6.319,722,82,32,60,Funded,116,,135,150,104,6449.81,22,1,1,1,1150,50.0,1,49.0,Prime+ (700-739),81-90%,0,50.0,Funded,Purchase
70001266,2023-03-20,2023-03-20,2023-05-17,425408,Fl,Sfr,Primary,Purchase,Retail,Conventional,6.26,807,88,38,30,Funded,107,,127,140,100,4254.08,22,1,2,1,1123,58.0,0,58.0,Elite (800+),81-90%,0,58.0,Funded,Purchase
70001267,2023-01-17,2023-01-20,2023-02-06,290871,Va,Condo,Primary,Refi Rt,Wholesale,Conventional,6.09,740,72,47,45,Funded,109,155.0,126,148,127,3694.06,12,1,1,1,1185,20.0,3,17.0,Excellent (740-799),71-80%,1,20.0,Funded,Refinance
70001268,2023-03-15,2023-03-17,2023-04-22,497914,Va,2-4 Unit,Second Home,Purchase,Retail,Jumbo,6.937,703,90,31,30,Funded,122,,126,150,123,6124.34,18,1,1,1,1128,38.0,2,36.0,Prime+ (700-739),81-90%,0,38.0,Funded,Purchase
70001269,2023-03-04,2023-03-06,2023-03-29,770442,Ca,Sfr,Primary,Purchase,Wholesale,Jumbo,6.769,712,83,38,45,Funded,119,161.0,136,149,122,9399.39,35,1,2,1,1139,25.0,2,23.0,Prime+ (700-739),81-90%,0,25.0,Funded,Purchase
70001270,2023-02-25,2023-02-27,,302367,Sc,Sfr,Investment,Purchase,Retail,Conventional,6.388,659,86,32,45,Suspended,108,,136,151,91,2751.54,12,0,0,0,1146,,2,,Near Prime (620-659),81-90%,0,2.0,Suspended,Purchase
70001271,2023-01-17,2023-01-17,2023-03-14,247275,Tx,Sfr,Primary,Purchase,Wholesale,Conventional,6.481,764,69,38,45,Funded,104,160.0,127,153,94,2324.39,30,1,0,1,1185,56.0,0,56.0,Excellent (740-799),61-70%,0,56.0,Funded,Purchase
70001272,2023-01-01,2023-01-06,2023-02-07,776861,Ny,2-4 Unit,Primary,Refi Rt,Retail,Jumbo,5.9,763,80,34,45,Funded,101,,132,142,86,6681.0,12,1,0,1,1201,37.0,5,32.0,Excellent (740-799),71-80%,0,37.0,Funded,Refinance
70001273,2023-01-18,2023-01-20,,522884,Tx,Sfr,Primary,Purchase,Retail,Conventional,6.429,691,80,37,45,Withdrawn,100,,125,141,120,6274.61,22,0,0,0,1184,,2,,Prime (660-699),71-80%,0,2.0,Withdrawn,Purchase
70001274,2023-03-25,2023-03-29,,218650,Sc,Sfr,Primary,Purchase,Retail,Conventional,5.805,693,84,29,30,Suspended,124,,130,140,82,1792.93,12,0,0,0,1118,,4,,Prime (660-699),81-90%,0,4.0,Suspended,Purchase
70001275,2023-01-08,2023-01-10,2023-02-26,192675,Tn,Sfr,Second Home,Purchase,Retail,Conventional,6.604,749,90,41,15,Funded,103,,138,150,101,1946.02,30,1,0,1,1194,49.0,2,47.0,Excellent (740-799),81-90%,0,49.0,Funded,Purchase
70001276,2023-01-24,2023-01-27,2023-02-25,398590,Nc,Condo,Primary,Purchase,Wholesale,Fha,5.516,779,67,39,15,Funded,101,156.0,125,147,88,3507.59,12,1,2,1,1178,32.0,3,29.0,Excellent (740-799),61-70%,0,32.0,Funded,Purchase
70001277,2023-03-17,2023-03-19,2023-04-25,448976,Il,Sfr,Primary,Refi Co,Wholesale,Fha,6.219,688,81,43,60,Funded,117,159.0,136,145,74,3322.42,18,1,0,1,1126,39.0,2,37.0,Prime (660-699),81-90%,0,39.0,Funded,Refinance
70001278,2023-03-24,2023-03-25,2023-04-30,238808,Tx,Sfr,Primary,Refi Rt,Retail,Va,6.083,737,90,53,30,Funded,115,,137,141,139,3319.43,18,1,0,1,1119,37.0,1,36.0,Prime+ (700-739),81-90%,1,37.0,Funded,Refinance
70001279,2023-01-12,2023-01-16,,563066,Tx,Sfr,Primary,Purchase,Wholesale,Va,5.742,743,90,24,15,Suspended,123,155.0,137,141,89,5011.29,35,0,0,0,1190,,4,,Excellent (740-799),81-90%,0,4.0,Suspended,Purchase
70001280,2023-01-06,2023-01-07,,460589,Fl,Sfr,Primary,Purchase,Retail,Conventional,6.44,704,64,34,30,Canceled,123,,130,147,89,4099.24,35,0,0,0,1196,,1,,Prime+ (700-739),61-70%,0,1.0,Withdrawn,Purchase
70001281,2023-01-31,2023-02-02,2023-03-04,401777,Tx,Sfr,Primary,Purchase,Retail,Conventional,6.575,700,89,29,15,Funded,118,,133,143,88,3535.64,18,1,4,1,1171,32.0,2,30.0,Prime+ (700-739),81-90%,0,32.0,Funded,Purchase
70001282,2023-02-08,2023-02-12,2023-03-19,551859,Ca,Sfr,Investment,Purchase,Retail,Jumbo,6.815,769,75,38,45,Funded,112,,139,142,96,5297.85,22,1,0,1,1163,39.0,4,35.0,Excellent (740-799),71-80%,0,39.0,Funded,Purchase
70001283,2023-02-12,2023-02-14,2023-03-29,331325,Nc,Condo,Investment,Refi Rt,Retail,Conventional,6.675,646,66,48,30,Funded,105,,128,149,110,3644.57,12,1,0,1,1159,45.0,2,43.0,Near Prime (620-659),61-70%,1,45.0,Funded,Refinance
70001284,2023-01-02,2023-01-06,2023-03-01,220737,Nc,2-4 Unit,Investment,Purchase,Retail,Fha,5.895,723,90,36,30,Funded,103,,139,143,100,2207.37,30,1,0,1,1200,58.0,4,54.0,Prime+ (700-739),81-90%,0,58.0,Funded,Purchase
70001285,2023-01-11,2023-01-11,,641078,Ca,Sfr,Primary,Refi Rt,Wholesale,Conventional,6.195,743,80,33,45,Withdrawn,114,155.0,135,146,113,7244.18,35,0,0,0,1191,,0,,Excellent (740-799),71-80%,0,0.0,Withdrawn,Refinance
70001286,2023-01-23,2023-01-24,,711937,Ny,Sfr,Primary,Refi Co,Retail,Jumbo,7.019,741,80,20,30,Suspended,121,,127,140,126,8970.41,18,0,0,0,1179,,1,,Excellent (740-799),71-80%,0,1.0,Suspended,Refinance
70001287,2023-03-27,2023-03-28,,241817,Sc,2-4 Unit,Second Home,Refi Co,Retail,Jumbo,7.156,712,84,32,15,Denied,124,,137,151,74,1789.45,12,0,0,0,1116,,1,,Prime+ (700-739),81-90%,0,1.0,Withdrawn,Refinance
70001288,2023-01-11,2023-01-13,2023-02-16,314822,Nc,Sfr,Primary,Purchase,Wholesale,Jumbo,6.982,690,84,41,45,Funded,114,164.0,135,154,111,3494.52,35,1,0,1,1191,36.0,2,34.0,Prime (660-699),81-90%,0,36.0,Funded,Purchase
70001289,2023-02-26,2023-02-28,2023-04-09,322236,Nc,Condo,Primary,Purchase,Retail,Conventional,6.529,695,71,21,45,Funded,122,,136,149,120,3866.83,18,1,1,1,1145,42.0,2,40.0,Prime (660-699),71-80%,0,42.0,Funded,Purchase
70001290,2023-03-24,2023-03-24,2023-05-02,370991,Va,Sfr,Second Home,Purchase,Wholesale,Conventional,6.747,703,88,38,45,Funded,124,158.0,136,140,88,3264.72,12,1,1,1,1119,39.0,0,39.0,Prime+ (700-739),81-90%,0,39.0,Funded,Purchase
70001291,2023-03-16,2023-03-16,,203687,Nc,Sfr,Investment,Refi Co,Retail,Conventional,6.847,719,73,36,45,Withdrawn,102,,126,148,129,2627.56,18,0,0,0,1127,,0,,Prime+ (700-739),71-80%,0,0.0,Withdrawn,Refinance
70001292,2023-03-20,2023-03-20,,388813,Tn,2-4 Unit,Primary,Refi Rt,Wholesale,Jumbo,6.706,710,78,40,30,Withdrawn,107,164.0,139,145,95,3693.72,22,0,0,0,1123,,0,,Prime+ (700-739),71-80%,0,0.0,Withdrawn,Refinance
70001293,2023-01-06,2023-01-08,2023-03-02,573390,Ca,Sfr,Primary,Purchase,Wholesale,Conventional,6.568,692,83,30,15,Funded,101,161.0,126,148,70,4013.73,12,1,1,1,1196,55.0,2,53.0,Prime (660-699),81-90%,0,55.0,Funded,Purchase
70001294,2023-03-03,2023-03-05,,248266,Nc,Sfr,Primary,Purchase,Retail,Fha,5.678,607,87,28,45,Canceled,121,,128,149,131,3252.28,18,0,0,0,1140,,2,,Fair (580-619),81-90%,0,2.0,Withdrawn,Purchase
70001295,2023-02-09,2023-02-13,,234775,Il,2-4 Unit,Investment,Purchase,Retail,Conventional,6.886,708,63,37,45,Denied,110,,130,140,97,2277.32,22,0,0,0,1162,,4,,Prime+ (700-739),61-70%,0,4.0,Withdrawn,Purchase
70001296,2023-03-23,2023-03-25,2023-05-16,402675,Tx,Sfr,Primary,Purchase,Retail,Va,5.472,733,69,22,30,Funded,108,,127,149,96,3865.68,12,1,0,1,1120,54.0,2,52.0,Prime+ (700-739),61-70%,0,54.0,Funded,Purchase
70001297,2023-01-24,2023-01-29,,260960,Tn,Condo,Primary,Refi Rt,Retail,Va,6.091,716,83,47,15,Withdrawn,101,,134,140,89,2322.54,12,0,0,0,1178,,5,,Prime+ (700-739),81-90%,1,5.0,Withdrawn,Refinance
70001298,2023-02-23,2023-02-28,2023-03-22,320528,Nc,Sfr,Primary,Refi Co,Retail,Conventional,6.319,654,88,44,30,Funded,102,,131,146,119,3814.28,18,1,0,1,1148,27.0,5,22.0,Near Prime (620-659),81-90%,0,27.0,Funded,Refinance
70001299,2023-01-18,2023-01-22,,422498,Va,Sfr,Primary,Refi Co,Wholesale,Conventional,6.697,669,89,52,45,Canceled,117,162.0,137,148,79,3337.73,18,0,0,0,1184,,4,,Prime (660-699),81-90%,1,4.0,Withdrawn,Refinance
70001300,2023-03-14,2023-03-15,2023-04-14,252334,Nc,Sfr,Primary,Purchase,Retail,Conventional,6.772,723,65,28,60,Funded,100,,139,151,128,3229.88,22,1,0,1,1129,31.0,1,30.0,Prime+ (700-739),61-70%,0,31.0,Funded,Purchase
70001301,2023-02-17,2023-02-19,2023-03-14,577819,Ca,Sfr,Primary,Purchase,Retail,Conventional,6.413,764,83,26,15,Funded,111,,138,142,89,5142.59,18,1,0,1,1154,25.0,2,23.0,Excellent (740-799),81-90%,0,25.0,Funded,Purchase
70001302,2023-03-12,2023-03-12,2023-05-04,336971,Sc,Sfr,Investment,Purchase,Wholesale,Fha,5.586,678,82,25,30,Funded,103,162.0,133,149,95,3201.22,30,1,1,1,1131,53.0,0,53.0,Prime (660-699),81-90%,0,53.0,Funded,Purchase
70001303,2023-03-29,2023-03-31,2023-04-23,801436,Ny,Sfr,Second Home,Purchase,Retail,Jumbo,7.101,736,79,38,30,Funded,123,,134,154,90,7212.92,35,1,0,1,1114,25.0,2,23.0,Prime+ (700-739),71-80%,0,25.0,Funded,Purchase
70001304,2023-03-01,2023-03-06,,292295,Tn,Sfr,Primary,Purchase,Retail,Fha,5.529,705,76,24,45,Withdrawn,107,,132,148,100,2922.95,22,0,0,0,1142,,5,,Prime+ (700-739),71-80%,0,5.0,Withdrawn,Purchase
70001305,2023-03-31,2023-04-04,2023-05-22,509692,Tx,Sfr,Investment,Refi Rt,Retail,Jumbo,7.452,810,89,33,30,Funded,108,,130,154,91,4638.2,12,1,0,1,1112,52.0,4,48.0,Elite (800+),81-90%,0,52.0,Funded,Refinance
70001306,2023-01-07,2023-01-12,2023-03-02,250239,Nc,Sfr,Primary,Refi Rt,Retail,Conventional,6.319,719,74,28,45,Funded,104,,135,154,80,2001.91,30,1,1,1,1195,54.0,5,49.0,Prime+ (700-739),71-80%,0,54.0,Funded,Refinance
70001307,2023-01-30,2023-01-31,2023-03-24,434938,Il,Sfr,Primary,Purchase,Retail,Conventional,6.37,729,76,36,30,Funded,123,,126,141,80,3479.5,35,1,0,1,1172,53.0,1,52.0,Prime+ (700-739),71-80%,0,53.0,Funded,Purchase
70001308,2023-02-16,2023-02-20,2023-03-11,675871,Ny,Sfr,Primary,Purchase,Wholesale,Conventional,6.546,710,59,38,15,Funded,108,157.0,139,151,103,6961.47,12,1,0,1,1155,23.0,4,19.0,Prime+ (700-739),<=60%,0,23.0,Funded,Purchase
70001309,2023-01-17,2023-01-18,2023-02-14,558690,Il,Sfr,Investment,Purchase,Wholesale,Conventional,6.254,735,90,34,45,Funded,116,160.0,126,146,110,6145.59,22,1,2,1,1185,28.0,1,27.0,Prime+ (700-739),81-90%,0,28.0,Funded,Purchase
70001310,2023-02-22,2023-02-24,2023-04-12,571205,Ca,Sfr,Investment,Purchase,Wholesale,Conventional,6.38,639,86,52,60,Funded,111,164.0,131,154,83,4741.0,18,1,0,1,1149,49.0,2,47.0,Near Prime (620-659),81-90%,1,49.0,Funded,Purchase
70001311,2023-03-10,2023-03-11,2023-04-03,329297,Sc,Sfr,Primary,Purchase,Retail,Conventional,6.182,777,74,28,60,Funded,115,,129,146,135,4445.51,18,1,2,1,1133,24.0,1,23.0,Excellent (740-799),71-80%,0,24.0,Funded,Purchase
70001312,2023-01-06,2023-01-07,2023-02-12,641932,Ny,2-4 Unit,Primary,Refi Co,Retail,Conventional,6.363,678,73,33,60,Funded,102,,134,146,121,7767.38,18,1,0,1,1196,37.0,1,36.0,Prime (660-699),71-80%,0,37.0,Funded,Refinance
70001313,2023-01-20,2023-01-24,,349982,Nc,Condo,Investment,Purchase,Retail,Conventional,5.933,763,88,42,30,Suspended,113,,138,154,103,3604.81,18,0,0,0,1182,,4,,Excellent (740-799),81-90%,0,4.0,Suspended,Purchase
70001314,2023-01-06,2023-01-09,2023-02-11,274066,Ga,Sfr,Primary,Refi Rt,Wholesale,Conventional,6.327,651,77,44,15,Funded,109,162.0,135,140,134,3672.48,12,1,2,1,1196,36.0,3,33.0,Near Prime (620-659),71-80%,0,36.0,Funded,Refinance
70001315,2023-02-20,2023-02-21,2023-04-10,482288,Il,Sfr,Primary,Purchase,Retail,Conventional,6.027,674,73,39,45,Funded,106,,127,153,105,5064.02,12,1,0,1,1151,49.0,1,48.0,Prime (660-699),71-80%,0,49.0,Funded,Purchase
70001316,2023-01-18,2023-01-21,,352271,Va,Sfr,Primary,Purchase,Retail,Conventional,6.499,690,64,30,30,Denied,110,,135,148,105,3698.85,22,0,0,0,1184,,3,,Prime (660-699),61-70%,0,3.0,Withdrawn,Purchase
70001317,2023-02-04,2023-02-09,,318791,Sc,Sfr,Investment,Refi Rt,Wholesale,Conventional,6.453,742,80,28,30,Canceled,121,164.0,134,141,127,4048.65,18,0,0,0,1167,,5,,Excellent (740-799),71-80%,0,5.0,Withdrawn,Refinance
70001318,2023-01-19,2023-01-24,2023-03-01,233553,Ga,Sfr,Second Home,Purchase,Wholesale,Fha,6.272,731,91,30,30,Funded,107,159.0,139,142,98,2288.82,22,1,2,1,1183,41.0,5,36.0,Prime+ (700-739),91-100%,0,41.0,Funded,Purchase
70001319,2023-01-24,2023-01-26,2023-02-17,402957,Il,Sfr,Primary,Purchase,Wholesale,Jumbo,6.918,721,87,39,15,Funded,102,160.0,136,153,125,5036.96,18,1,2,1,1178,24.0,2,22.0,Prime+ (700-739),81-90%,0,24.0,Funded,Purchase
70001320,2023-03-09,2023-03-12,2023-04-15,703858,Ca,Sfr,Primary,Purchase,Retail,Fha,5.869,748,89,38,60,Funded,115,,130,152,129,9079.77,18,1,0,1,1134,37.0,3,34.0,Excellent (740-799),81-90%,0,37.0,Funded,Purchase
70001321,2023-03-17,2023-03-22,2023-04-21,497846,Va,Condo,Primary,Refi Rt,Wholesale,Fha,5.881,718,83,25,60,Funded,113,162.0,130,149,94,4679.75,18,1,3,1,1126,35.0,5,30.0,Prime+ (700-739),81-90%,0,35.0,Funded,Refinance
70001322,2023-02-04,2023-02-07,,899850,Ca,Condo,Second Home,Purchase,Wholesale,Jumbo,6.96,732,79,23,30,Suspended,104,160.0,126,142,87,7828.69,30,0,0,0,1167,,3,,Prime+ (700-739),71-80%,0,3.0,Suspended,Purchase
70001323,2023-01-03,2023-01-07,,396902,Il,Sfr,Primary,Refi Rt,Wholesale,Jumbo,7.431,709,87,30,30,Denied,105,164.0,137,146,100,3969.02,12,0,0,0,1199,,4,,Prime+ (700-739),81-90%,0,4.0,Withdrawn,Refinance
70001324,2023-02-17,2023-02-21,2023-03-24,495982,Ca,Sfr,Primary,Purchase,Wholesale,Conventional,6.518,724,78,53,60,Funded,111,164.0,137,151,96,4761.43,18,1,4,1,1154,35.0,4,31.0,Prime+ (700-739),71-80%,1,35.0,Funded,Purchase
70001325,2023-01-24,2023-01-27,,265876,Nc,Condo,Primary,Refi Rt,Retail,Conventional,6.392,746,68,38,30,Withdrawn,105,,131,153,92,2446.06,12,0,0,0,1178,,3,,Excellent (740-799),61-70%,0,3.0,Withdrawn,Refinance
70001326,2023-02-10,2023-02-12,,274959,Ga,Condo,Primary,Purchase,Wholesale,Conventional,6.022,746,88,32,30,Suspended,100,156.0,125,148,134,3684.45,22,0,0,0,1161,,2,,Excellent (740-799),81-90%,0,2.0,Suspended,Purchase
70001327,2023-03-09,2023-03-11,2023-04-08,461934,Va,Sfr,Primary,Purchase,Retail,Conventional,6.18,674,80,45,60,Funded,106,,130,153,120,5543.21,12,1,4,1,1134,30.0,2,28.0,Prime (660-699),71-80%,0,30.0,Funded,Purchase
70001328,2023-01-23,2023-01-26,2023-02-24,333867,Va,Sfr,Primary,Purchase,Wholesale,Va,6.292,750,90,28,30,Funded,120,155.0,127,153,78,2604.16,35,1,1,1,1179,32.0,3,29.0,Excellent (740-799),81-90%,0,32.0,Funded,Purchase
70001329,2023-02-22,2023-02-24,2023-03-26,429955,Va,Condo,Primary,Purchase,Retail,Conventional,6.52,753,77,39,30,Funded,106,,132,140,111,4772.5,12,1,0,1,1149,32.0,2,30.0,Excellent (740-799),71-80%,0,32.0,Funded,Purchase
70001330,2023-01-08,2023-01-13,2023-02-20,436527,Tx,2-4 Unit,Primary,Purchase,Retail,Conventional,6.42,689,78,35,30,Funded,110,,135,148,95,4147.01,22,1,1,1,1194,43.0,5,38.0,Prime (660-699),71-80%,0,43.0,Funded,Purchase
70001331,2023-01-06,2023-01-06,2023-02-07,265570,Nc,Sfr,Investment,Purchase,Retail,Conventional,6.272,696,85,28,30,Funded,103,,131,140,96,2549.47,30,1,1,1,1196,32.0,0,32.0,Prime (660-699),81-90%,0,32.0,Funded,Purchase
70001332,2023-01-30,2023-02-03,,567280,Il,Sfr,Investment,Refi Rt,Retail,Fha,5.954,677,87,34,15,Canceled,101,,128,141,73,4141.14,12,0,0,0,1172,,4,,Prime (660-699),81-90%,0,4.0,Withdrawn,Refinance
70001333,2023-03-21,2023-03-23,,359624,Fl,Sfr,Second Home,Purchase,Wholesale,Fha,5.782,726,81,27,30,Withdrawn,115,160.0,137,143,140,5034.74,18,0,0,0,1122,,2,,Prime+ (700-739),81-90%,0,2.0,Withdrawn,Purchase
70001334,2023-02-17,2023-02-21,,500808,Fl,Condo,Primary,Purchase,Retail,Conventional,6.485,683,79,34,45,Withdrawn,114,,128,151,115,5759.29,35,0,0,0,1154,,4,,Prime (660-699),71-80%,0,4.0,Withdrawn,Purchase
70001335,2023-03-08,2023-03-12,,506263,Ny,Sfr,Primary,Purchase,Wholesale,Va,5.777,708,75,36,45,Withdrawn,107,161.0,127,143,101,5113.26,22,0,0,0,1135,,4,,Prime+ (700-739),71-80%,0,4.0,Withdrawn,Purchase
70001336,2023-03-06,2023-03-08,2023-04-02,239441,Tn,Sfr,Primary,Purchase,Wholesale,Conventional,6.388,683,76,38,30,Funded,124,157.0,133,152,85,2035.25,12,1,2,1,1137,27.0,2,25.0,Prime (660-699),71-80%,0,27.0,Funded,Purchase
70001337,2023-01-26,2023-01-29,2023-03-22,284550,Nc,Sfr,Primary,Purchase,Retail,Va,5.701,728,66,41,45,Funded,121,,133,150,126,3585.33,18,1,3,1,1176,55.0,3,52.0,Prime+ (700-739),61-70%,0,55.0,Funded,Purchase
70001338,2023-03-05,2023-03-10,2023-04-22,402657,Tx,Sfr,Investment,Refi Rt,Retail,Conventional,5.794,776,74,36,30,Funded,124,,129,142,74,2979.66,12,1,0,1,1138,48.0,5,43.0,Excellent (740-799),71-80%,0,48.0,Funded,Refinance
70001339,2023-01-28,2023-02-02,2023-02-26,247518,Tn,Sfr,Primary,Refi Rt,Retail,Conventional,6.393,677,88,28,45,Funded,111,,133,150,84,2079.15,18,1,1,1,1174,29.0,5,24.0,Prime (660-699),81-90%,0,29.0,Funded,Refinance
70001340,2023-03-14,2023-03-15,2023-05-12,315995,Il,Sfr,Primary,Refi Co,Retail,Jumbo,6.572,740,78,27,30,Funded,110,,128,145,95,3001.95,22,1,1,1,1129,59.0,1,58.0,Excellent (740-799),71-80%,0,59.0,Funded,Refinance
70001341,2023-02-19,2023-02-20,2023-04-05,379836,Tx,Sfr,Primary,Refi Co,Retail,Va,5.78,701,61,29,30,Funded,121,,137,147,139,5279.72,18,1,0,1,1152,45.0,1,44.0,Prime+ (700-739),61-70%,0,45.0,Funded,Refinance
70001342,2023-01-31,2023-01-31,2023-02-20,791787,Ca,Sfr,Investment,Refi Co,Wholesale,Jumbo,6.97,728,76,23,45,Funded,121,161.0,126,143,129,10214.05,18,1,0,1,1171,20.0,0,20.0,Prime+ (700-739),71-80%,0,20.0,Funded,Refinance
70001343,2023-03-26,2023-03-26,2023-05-05,763777,Ca,Sfr,Primary,Refi Rt,Wholesale,Jumbo,6.768,670,90,35,45,Funded,123,162.0,129,152,83,6339.35,35,1,0,1,1117,40.0,0,40.0,Prime (660-699),81-90%,0,40.0,Funded,Refinance
70001344,2023-02-10,2023-02-12,,857638,Ny,Condo,Investment,Refi Rt,Retail,Jumbo,7.183,680,72,42,30,Withdrawn,102,,126,149,122,10463.18,18,0,0,0,1161,,2,,Prime (660-699),71-80%,0,2.0,Withdrawn,Refinance
